Generation,Hypervolume,Min error,Max error,Avg error,Min gate fit,Max gate fit,Avg gate fit
0,0.5283083482000002,0.32754,1.0,0.8346191799999999,0.06897,0.82759,0.21606972
1,0.5283083482000002,0.32754,1.0,0.8180385399999999,0.06897,0.82759,0.19076036000000002
2,0.541492949,0.29957,1.0,0.8122904200000001,0.06897,0.82759,0.20351887999999996
3,0.541492949,0.29957,1.0,0.7992769200000001,0.06897,0.82759,0.21082926000000002
4,0.5478865016000001,0.28532,0.99371,0.7871025199999999,0.06897,0.82759,0.19393308
5,0.5478944320000001,0.28532,1.0,0.79090076,0.06897,0.75862,0.16731266000000003
6,0.5609405318000001,0.28496,1.0,0.7962102799999999,0.06897,0.75862,0.15586474
7,0.5609405318000001,0.28496,1.0,0.7915541599999999,0.06897,0.75862,0.15248522000000003
8,0.5888968598000001,0.28496,1.0,0.79285142,0.06897,0.7931,0.1597953
9,0.5922783411000001,0.27679,1.0,0.7942986599999999,0.06897,0.7931,0.16117480000000003
10,0.5922783411000001,0.27679,1.0,0.7948461199999999,0.06897,0.7931,0.15931274
11,0.5922783411000001,0.27679,0.99992,0.7830306799999999,0.06897,0.86207,0.15220926
12,0.5922783411000001,0.27679,1.0,0.7884141,0.06897,0.86207,0.14365768
13,0.5922786859000001,0.27679,1.0,0.7971440599999998,0.06897,0.86207,0.15393346000000002
14,0.5922786859000001,0.27679,1.0,0.7820110199999999,0.06897,0.86207,0.15758852
15,0.5922842043000001,0.27679,1.0,0.7667261,0.06897,0.75862,0.16255418000000002
16,0.5922842043000001,0.27679,1.0,0.77275738,0.06897,0.86207,0.15848514000000002
17,0.5926141779,0.27679,1.0,0.76870832,0.06897,0.82759,0.16083015999999997
18,0.6066084924,0.27478,1.0,0.7680788399999999,0.06897,0.75862,0.14951988
19,0.609606846,0.27064,1.0,0.7660097199999998,0.06897,0.82759,0.14779578000000002
20,0.6096540973000001,0.27064,1.0,0.7666780199999998,0.06897,0.82759,0.15765758000000002
21,0.6096540973000001,0.27064,1.0,0.7589607199999999,0.06897,0.75862,0.15283012
22,0.6096540973000001,0.27064,1.0,0.7638738799999999,0.06897,1.0,0.15572680000000003
23,0.6120296045,0.26736,1.0,0.7524589199999999,0.06897,0.93103,0.16855426
24,0.6120296045,0.26736,1.0,0.7504690399999999,0.06897,1.03448,0.16793356
25,0.6122023994,0.26736,1.0,0.7330442199999999,0.06897,0.7931,0.15917473999999998
26,0.6188103001999999,0.25778,1.0,0.7436621599999998,0.06897,0.7931,0.13496828000000002
27,0.6188103001999999,0.25778,1.0,0.7566138999999998,0.06897,0.75862,0.1517262
28,0.6188103001999999,0.25778,0.87332,0.7354992199999998,0.06897,0.7931,0.13855454
29,0.6190378682,0.25778,1.0,0.7668071599999999,0.06897,0.7931,0.14876085999999997
30,0.6190378682,0.25778,0.87332,0.7532437799999998,0.06897,0.75862,0.13041666
31,0.6190378682,0.25778,1.0,0.77207604,0.06897,0.7931,0.14296783999999998
32,0.6190378682,0.25778,0.87332,0.7510177599999999,0.06897,0.82759,0.13110631999999997
33,0.6190378682,0.25778,1.0,0.7640746199999998,0.06897,0.75862,0.14469202
34,0.6190378682,0.25778,0.87332,0.7538471399999999,0.06897,0.82759,0.13027873999999998
35,0.6190378682,0.25778,1.0,0.7690308399999999,0.06897,0.75862,0.14434713999999996
36,0.6213712935000001,0.25439,0.87332,0.7487737199999998,0.06897,0.75862,0.12993376
37,0.6213712935000001,0.25439,1.0,0.7686068799999999,0.06897,0.75862,0.14979525999999999
38,0.6257353917000001,0.24773,0.87332,0.7476443399999998,0.06897,0.7931,0.13248568
39,0.6257353917000001,0.24773,1.0,0.76586044,0.06897,0.75862,0.1454507
40,0.6258554169000001,0.24773,0.87332,0.7461242199999998,0.06897,0.75862,0.13620968
41,0.6270086921000001,0.24597,1.0,0.75448056,0.06897,0.75862,0.14855395999999998
42,0.6275018991000002,0.24597,0.87332,0.7482219399999999,0.06897,0.7931,0.1340029
43,0.6275018991000002,0.24597,1.0,0.7611210599999998,0.06897,0.75862,0.14627823999999998
44,0.6275018991000002,0.24597,0.87332,0.7440369799999998,0.06897,0.7931,0.13393394
45,0.6275018991000002,0.24597,1.0,0.75755626,0.06897,0.75862,0.1484161
46,0.6290942052000001,0.24354,0.87332,0.7450824799999998,0.06897,0.75862,0.13407174
47,0.6290942052000001,0.24354,1.0,0.7561030999999998,0.06897,0.7931,0.14434722
48,0.6290942052000001,0.24354,0.87332,0.7518652799999997,0.06897,0.75862,0.13227856
49,0.6291583380000001,0.24354,1.0,0.7627376399999999,0.06897,0.75862,0.14869194
50,0.6291583380000001,0.24354,0.87332,0.7428416799999997,0.06897,0.82759,0.13414076
51,0.6291583380000001,0.24354,1.0,0.7597150199999999,0.06897,0.75862,0.1489678
52,0.6291583380000001,0.24354,0.87332,0.7528769399999998,0.06897,0.75862,0.13510622
53,0.6291583380000001,0.24354,1.0,0.7550760599999998,0.06897,0.7931,0.14848512
54,0.6300036363000001,0.24225,0.87332,0.7458712799999998,0.06897,0.75862,0.13538216
55,0.6301429355000001,0.24225,1.0,0.7548395199999999,0.06897,0.7931,0.14551962000000004
56,0.6301429355000001,0.24225,0.87332,0.7442627599999998,0.06897,0.75862,0.13724416
57,0.6310699703000001,0.24084,1.0,0.7555462599999999,0.06897,0.82759,0.14986433999999998
58,0.6310961827000001,0.24084,0.87332,0.7447531799999998,0.06897,0.75862,0.13469256000000002
59,0.6310979067000001,0.24084,1.0,0.7663360599999999,0.06897,0.75862,0.14682986
60,0.6310992859000001,0.24084,0.87332,0.7502217399999999,0.06897,0.7931,0.1308995
61,0.6312089641000002,0.24084,1.0,0.7620209599999999,0.06897,0.7931,0.14338171999999996
62,0.6312089641000002,0.24084,0.87332,0.7478338599999999,0.06897,0.75862,0.13496824000000002
63,0.6312089641000002,0.24084,1.0,0.7618669399999999,0.06897,0.75862,0.14607136
64,0.6320935786000001,0.23949,0.87332,0.7441393999999998,0.06897,0.75862,0.13593394
65,0.6320935786000001,0.23949,1.0,0.7606564,0.06897,0.75862,0.1455885
66,0.6320935786000001,0.23949,0.87332,0.7450274399999999,0.06897,0.75862,0.13386494
67,0.6320935786000001,0.23949,1.0,0.7561857599999999,0.06897,0.75862,0.14972646
68,0.6320935786000001,0.23949,0.87332,0.7395528399999999,0.06897,0.75862,0.13524429999999998
69,0.6320935786000001,0.23949,1.0,0.7646207199999999,0.06897,0.75862,0.14972632
70,0.6320935786000001,0.23949,0.87332,0.7507857999999998,0.06897,0.75862,0.1304168
71,0.6321149624000001,0.23949,1.0,0.7587698999999999,0.06897,0.75862,0.1475195
72,0.6321149624000001,0.23949,0.87332,0.7533064599999998,0.06897,0.75862,0.12745127999999997
73,0.6321149624000001,0.23949,1.0,0.7559910399999998,0.06897,0.75862,0.14738162
74,0.6321149624000001,0.23949,0.87332,0.7403288399999998,0.06897,0.7931,0.13552
75,0.6321149624000001,0.23949,1.0,0.7514821599999999,0.06897,0.7931,0.15027807999999998
76,0.6321149624000001,0.23949,0.87332,0.7420670199999997,0.06897,0.75862,0.13331314
77,0.6321149624000001,0.23949,1.0,0.76209728,0.06897,0.7931,0.14634712
78,0.6321987731000002,0.23949,0.87332,0.7399198599999998,0.06897,0.75862,0.13089954
79,0.6324477757000001,0.23911,1.0,0.7606809999999998,0.06897,0.75862,0.14882990000000001
80,0.6324477757000001,0.23911,0.87332,0.7456052599999998,0.06897,0.7931,0.13703722
81,0.6324477757000001,0.23911,1.0,0.75737572,0.06897,0.75862,0.14772642000000002
82,0.6324498445000001,0.23911,0.87332,0.7480220799999998,0.06897,0.75862,0.12938239999999998
83,0.6324498445000001,0.23911,1.0,0.7615104999999999,0.06897,0.7931,0.14931252
84,0.6324498445000001,0.23911,0.87332,0.7433102399999998,0.06897,0.75862,0.13014084
85,0.6324498445000001,0.23911,1.0,0.7549367399999999,0.06897,0.7931,0.14896786
86,0.6324543282,0.23911,0.87332,0.7448212399999997,0.06897,0.75862,0.12800298000000002
87,0.6324543282,0.23911,1.0,0.7641494799999998,0.06897,0.7931,0.14738157999999998
88,0.6324581221000001,0.23911,0.87332,0.7466145999999999,0.06897,0.75862,0.12627892
89,0.6324581221000001,0.23911,1.0,0.7575793399999999,0.06897,0.7931,0.14731258
90,0.6324581221000001,0.23911,0.87332,0.7416257599999999,0.06897,0.75862,0.1330374
91,0.6324581221000001,0.23911,1.0,0.7560808399999999,0.06897,0.75862,0.14958854000000002
92,0.6324781263,0.23911,0.87332,0.7435668799999998,0.06897,0.75862,0.13489936
93,0.6324781263,0.23911,1.0,0.7670802599999998,0.06897,0.7931,0.14669194000000002
94,0.6324781263,0.23911,0.87332,0.7442487399999997,0.06897,0.75862,0.13572702
